bus_number,bus_type,source,destination,departure_time,arrival_time,ticket_price_rs,available_seats,distance_km
TNSTC-DHA-6126,Deluxe,Dharmapuri,Namakkal,17:00,20:24,229,24,153
TNSTC-VIR-6127,Non AC Seater,Virudhunagar,Chennai,14:00,19:36,378,36,252
TNSTC-CHN-6128,Ultra Deluxe,Chennai,Salem,10:30,17:02,441,24,294
TNSTC-KAR-6129,AC Sleeper,Karur,Kallakurichi,21:30,08:52,768,19,512
TNSTC-MAY-6130,Non AC Seater,Mayiladuthurai,Nagapattinam,20:00,21:22,93,38,62
TNSTC-TNV-6131,Non AC Seater,Tirunelveli,Tiruppur,18:30,22:30,270,21,180
TNSTC-RAN-6132,Express,Ranipet,Dindigul,06:30,07:39,78,15,52
TNSTC-NAG-6133,Non AC Seater,Nagapattinam,Villupuram,23:00,11:41,856,38,571
TNSTC-CHN-6134,Express,Chennai,Ariyalur,22:30,00:19,123,13,82
TNSTC-TNJ-6135,Express,Thanjavur,Cuddalore,19:00,06:36,783,12,522
TNSTC-SLM-6136,Super Fast,Salem,Tenkasi,12:00,22:04,679,23,453
TNSTC-PUD-6137,Express,Pudukkottai,Tiruppur,23:30,07:40,552,27,368
TNSTC-TNI-6138,Non AC Seater,Theni,Ranipet,10:00,22:25,838,24,559
TNSTC-ERD-6139,Non AC Seater,Erode,Krishnagiri,13:00,01:17,829,27,553
TNSTC-RAM-6140,Express,Ramanathapuram,Ariyalur,15:30,01:06,648,11,432
TNSTC-RAM-6141,Express,Ramanathapuram,Trichy,05:30,10:14,319,31,213
TNSTC-TEN-6142,Express,Tenkasi,Nagapattinam,11:30,21:56,705,43,470
TNSTC-TIR-6143,Non AC Seater,Tiruppur,Erode,11:30,23:50,832,13,555
TNSTC-DIN-6144,Ultra Deluxe,Dindigul,Pudukkottai,16:00,19:44,252,16,168
TNSTC-KRI-6145,Express,Krishnagiri,Tiruvannamalai,02:30,10:03,510,36,340
TNSTC-DHA-6146,Super Fast,Dharmapuri,Nilgiris,19:00,23:02,273,42,182
TNSTC-TNI-6147,Ultra Deluxe,Theni,Cuddalore,13:30,21:27,537,27,358
TNSTC-TNV-6148,Non AC Seater,Tirunelveli,Tiruppur,23:00,00:33,105,34,70
TNSTC-TIR-6149,AC Sleeper,Tiruppur,Namakkal,12:30,18:44,421,15,281
TNSTC-NAM-6150,Non AC Seater,Namakkal,Perambalur,22:00,23:56,130,25,87
TNSTC-NIL-6151,Ultra Deluxe,Nilgiris,Nagapattinam,00:30,05:16,322,26,215
TNSTC-TEN-6152,Super Fast,Tenkasi,Coimbatore,11:00,15:34,309,21,206
TNSTC-NIL-6153,Ultra Deluxe,Nilgiris,Nagapattinam,21:00,07:10,687,16,458
TNSTC-PUD-6154,AC Sleeper,Pudukkottai,Salem,11:30,17:39,415,30,277
TNSTC-VLR-6155,Ultra Deluxe,Vellore,Namakkal,01:00,09:17,559,28,373
TNSTC-MAY-6156,Ultra Deluxe,Mayiladuthurai,Theni,04:30,10:31,406,19,271
TNSTC-NIL-6157,Express,Nilgiris,Tiruvarur,08:00,19:09,753,31,502
TNSTC-PUD-6158,Express,Pudukkottai,Salem,07:00,13:50,462,19,308
TNSTC-MAY-6159,Non AC Seater,Mayiladuthurai,Chennai,08:00,18:40,720,22,480
TNSTC-VLR-6160,Express,Vellore,Dindigul,15:00,18:00,202,14,135
TNSTC-CUD-6161,AC Sleeper,Cuddalore,Kallakurichi,02:30,05:52,228,15,152
TNSTC-CHE-6162,Non AC Seater,Chengalpattu,Cuddalore,06:30,11:14,319,43,213
TNSTC-KRI-6163,AC Sleeper,Krishnagiri,Cuddalore,09:30,20:03,712,36,475
TNSTC-TNJ-6164,Ultra Deluxe,Thanjavur,Dindigul,15:00,19:24,297,41,198
TNSTC-VIL-6165,Non AC Seater,Villupuram,Erode,15:30,16:42,81,35,54
TNSTC-ERD-6166,AC Sleeper,Erode,Sivaganga,13:00,16:34,241,25,161
TNSTC-KAN-6167,Non AC Seater,Kanyakumari,Thanjavur,18:30,05:35,748,27,499
TNSTC-TEN-6168,Super Fast,Tenkasi,Theni,03:30,12:46,625,32,417
TNSTC-KAR-6169,Ultra Deluxe,Karur,Chennai,02:00,11:12,621,26,414
TNSTC-TRY-6170,Super Fast,Trichy,Dindigul,15:00,18:18,223,28,149
TNSTC-KRI-6171,AC Sleeper,Krishnagiri,Dharmapuri,17:30,23:06,378,24,252
TNSTC-KAL-6172,Express,Kallakurichi,Cuddalore,12:30,17:31,339,44,226
TNSTC-VLR-6173,Ultra Deluxe,Vellore,Virudhunagar,23:00,00:30,102,18,68
TNSTC-TIR-6174,AC Sleeper,Tiruppur,Salem,22:30,03:38,346,11,231
TNSTC-VIR-6175,Ultra Deluxe,Virudhunagar,Mayiladuthurai,06:00,10:29,303,45,202
TNSTC-MAY-6176,AC Sleeper,Mayiladuthurai,Ramanathapuram,17:30,23:24,399,14,266
TNSTC-KAN-6177,Super Fast,Kanyakumari,Namakkal,21:30,22:40,79,39,53
TNSTC-VLR-6178,Deluxe,Vellore,Thoothukudi,06:30,16:23,667,43,445
TNSTC-ARI-6179,Express,Ariyalur,Perambalur,06:30,14:50,562,31,375
TNSTC-KAR-6180,Non AC Seater,Karur,Tiruvannamalai,17:00,04:04,747,18,498
TNSTC-RAM-6181,Express,Ramanathapuram,Virudhunagar,10:30,19:44,624,24,416
TNSTC-MDU-6182,AC Sleeper,Madurai,Perambalur,18:00,21:09,213,23,142
TNSTC-TIR-6183,Super Fast,Tiruppur,Thoothukudi,14:30,17:52,228,31,152
TNSTC-CBE-6184,Ultra Deluxe,Coimbatore,Thanjavur,02:30,04:51,159,31,106
TNSTC-TNV-6185,AC Sleeper,Tirunelveli,Erode,22:30,03:19,325,29,217
TNSTC-MAY-6186,Ultra Deluxe,Mayiladuthurai,Tirunelveli,23:00,09:46,727,10,485
TNSTC-KAN-6187,Express,Kanyakumari,Perambalur,04:30,09:47,357,35,238
TNSTC-NAM-6188,Ultra Deluxe,Namakkal,Chennai,00:30,09:40,619,21,413
TNSTC-RAN-6189,Deluxe,Ranipet,Nagapattinam,17:30,22:14,319,15,213
TNSTC-TIR-6190,Deluxe,Tiruvannamalai,Tirunelveli,14:30,00:31,676,39,451
TNSTC-MAY-6191,Super Fast,Mayiladuthurai,Ramanathapuram,16:00,19:34,241,33,161
TNSTC-TEN-6192,Super Fast,Tenkasi,Dindigul,03:30,12:32,610,30,407
TNSTC-TRY-6193,Express,Trichy,Namakkal,23:00,10:36,783,27,522
TNSTC-CBE-6194,AC Sleeper,Coimbatore,Sivaganga,11:30,18:47,492,30,328
TNSTC-KAN-6195,Deluxe,Kanyakumari,Chennai,09:30,19:08,651,17,434
TNSTC-CUD-6196,Deluxe,Cuddalore,Ariyalur,22:00,23:10,79,35,53
TNSTC-MDU-6197,Ultra Deluxe,Madurai,Salem,01:00,02:21,91,37,61
TNSTC-VLR-6198,Non AC Seater,Vellore,Karur,09:30,20:24,736,24,491
TNSTC-CBE-6199,Super Fast,Coimbatore,Mayiladuthurai,04:30,07:48,223,11,149
TNSTC-VIL-6200,Ultra Deluxe,Villupuram,Perambalur,05:00,15:53,735,22,490
TNSTC-VIR-6201,Ultra Deluxe,Virudhunagar,Villupuram,05:30,10:00,304,41,203
TNSTC-MDU-6202,Deluxe,Madurai,Sivaganga,15:00,18:37,244,15,163
TNSTC-TIR-6203,Express,Tiruvarur,Madurai,18:00,01:01,474,37,316
TNSTC-VLR-6204,Ultra Deluxe,Vellore,Cuddalore,14:00,17:45,253,35,169
TNSTC-NAG-6205,AC Sleeper,Nagapattinam,Ariyalur,08:30,20:47,829,45,553
TNSTC-PER-6206,AC Sleeper,Perambalur,Vellore,07:00,16:28,639,33,426
TNSTC-MAY-6207,Express,Mayiladuthurai,Perambalur,02:00,04:48,189,27,126
TNSTC-KRI-6208,Deluxe,Krishnagiri,Ranipet,00:00,09:37,649,17,433
TNSTC-RAN-6209,Ultra Deluxe,Ranipet,Salem,01:00,10:08,616,45,411
TNSTC-VLR-6210,Super Fast,Vellore,Virudhunagar,10:00,16:12,418,30,279
TNSTC-PER-6211,Ultra Deluxe,Perambalur,Dindigul,07:30,09:35,141,41,94
TNSTC-NIL-6212,Deluxe,Nilgiris,Tenkasi,23:30,05:06,378,37,252
TNSTC-VIR-6213,AC Sleeper,Virudhunagar,Tiruvarur,14:30,23:11,586,19,391
TNSTC-TIR-6214,Deluxe,Tiruvannamalai,Tiruppur,07:30,20:47,897,42,598
TNSTC-PER-6215,Express,Perambalur,Ramanathapuram,05:30,09:04,241,35,161
TNSTC-TIR-6216,Ultra Deluxe,Tiruvannamalai,Kallakurichi,13:00,01:58,876,11,584
TNSTC-TIR-6217,Super Fast,Tiruvarur,Vellore,14:30,23:12,588,44,392
TNSTC-CHN-6218,Non AC Seater,Chennai,Coimbatore,00:00,08:26,570,33,380
TNSTC-VLR-6219,AC Sleeper,Vellore,Kanyakumari,10:30,14:48,291,28,194
TNSTC-CBE-6220,Express,Coimbatore,Karur,22:00,05:00,472,11,315
TNSTC-NAG-6221,Ultra Deluxe,Nagapattinam,Mayiladuthurai,07:30,14:23,465,18,310
TNSTC-TIR-6222,Express,Tiruppur,Tirunelveli,05:30,18:27,874,42,583
TNSTC-CHN-6223,Ultra Deluxe,Chennai,Dindigul,18:30,19:39,78,18,52
TNSTC-VIL-6224,AC Sleeper,Villupuram,Cuddalore,12:00,00:05,816,13,544
TNSTC-PER-6225,AC Sleeper,Perambalur,Nilgiris,18:00,00:29,438,20,292
TNSTC-KAR-6226,Express,Karur,Sivaganga,19:00,20:53,127,17,85
TNSTC-PUD-6227,AC Sleeper,Pudukkottai,Villupuram,00:00,12:37,852,33,568
TNSTC-SIV-6228,AC Sleeper,Sivaganga,Cuddalore,08:00,15:48,526,27,351
TNSTC-CHN-6229,Non AC Seater,Chennai,Tiruvarur,06:30,07:58,99,27,66
TNSTC-KRI-6230,Super Fast,Krishnagiri,Madurai,15:30,01:48,696,41,464
TNSTC-NAM-6231,Super Fast,Namakkal,Dindigul,00:30,04:10,247,32,165
TNSTC-CBE-6232,Ultra Deluxe,Coimbatore,Theni,22:30,04:07,379,39,253
TNSTC-TRY-6233,AC Sleeper,Trichy,Sivaganga,06:00,16:00,675,29,450
TNSTC-SLM-6234,Express,Salem,Sivaganga,08:30,12:12,250,18,167
TNSTC-CHN-6235,Deluxe,Chennai,Kallakurichi,16:00,04:42,858,34,572
TNSTC-TIR-6236,Ultra Deluxe,Tiruppur,Tiruvannamalai,07:30,19:38,819,30,546
TNSTC-TIR-6237,Ultra Deluxe,Tiruvannamalai,Villupuram,16:00,19:33,240,12,160
TNSTC-TNJ-6238,Ultra Deluxe,Thanjavur,Ariyalur,21:30,08:38,751,22,501
TNSTC-DIN-6239,Super Fast,Dindigul,Krishnagiri,18:30,07:32,880,12,587
TNSTC-TNJ-6240,Deluxe,Thanjavur,Kanyakumari,03:30,12:43,622,39,415
TNSTC-VLR-6241,Super Fast,Vellore,Trichy,23:30,04:27,334,28,223
TNSTC-PER-6242,Deluxe,Perambalur,Dindigul,04:00,11:09,483,11,322
TNSTC-CBE-6243,AC Sleeper,Coimbatore,Karur,18:30,05:38,751,33,501
TNSTC-TIR-6244,Express,Tiruvarur,Tiruvannamalai,23:30,07:04,511,17,341
TNSTC-CUD-6245,AC Sleeper,Cuddalore,Theni,23:30,09:11,654,30,436
TNSTC-MAY-6246,Super Fast,Mayiladuthurai,Chennai,00:30,07:31,474,26,316
TNSTC-RAN-6247,AC Sleeper,Ranipet,Theni,13:00,17:30,304,38,203
TNSTC-KRI-6248,AC Sleeper,Krishnagiri,Perambalur,20:00,02:09,415,43,277
TNSTC-CUD-6249,Super Fast,Cuddalore,Namakkal,11:00,23:42,858,26,572
TNSTC-NAM-6250,Express,Namakkal,Ranipet,02:30,06:12,250,25,167
TNSTC-CUD-6251,Deluxe,Cuddalore,Tiruppur,00:00,12:34,849,32,566
TNSTC-TNI-6252,Non AC Seater,Theni,Vellore,21:30,09:56,840,44,560
TNSTC-TIR-6253,AC Sleeper,Tiruvarur,Nilgiris,23:30,05:02,373,36,249
TNSTC-DIN-6254,Super Fast,Dindigul,Ramanathapuram,18:00,01:00,472,33,315
TNSTC-SIV-6255,Deluxe,Sivaganga,Krishnagiri,02:30,12:07,649,35,433
TNSTC-TIR-6256,Deluxe,Tiruppur,Thoothukudi,17:00,02:14,624,27,416
TNSTC-KAL-6257,AC Sleeper,Kallakurichi,Villupuram,00:30,12:38,819,12,546
TNSTC-TRY-6258,AC Sleeper,Trichy,Kallakurichi,05:00,15:16,693,32,462
TNSTC-RAM-6259,Super Fast,Ramanathapuram,Thanjavur,03:00,10:08,481,40,321
TNSTC-NIL-6260,Super Fast,Nilgiris,Kallakurichi,13:00,16:54,264,35,176
TNSTC-ERD-6261,Deluxe,Erode,Tiruppur,12:00,17:45,388,40,259
TNSTC-TIR-6262,Express,Tiruvannamalai,Ramanathapuram,12:00,17:53,397,14,265
TNSTC-TNI-6263,Express,Theni,Ramanathapuram,22:30,02:51,294,42,196
TNSTC-VLR-6264,Non AC Seater,Vellore,Kanyakumari,17:00,04:33,780,41,520
TNSTC-CHE-6265,Super Fast,Chengalpattu,Coimbatore,14:30,21:24,466,45,311
TNSTC-TRY-6266,Super Fast,Trichy,Karur,21:00,08:32,778,22,519
TNSTC-DIN-6267,Non AC Seater,Dindigul,Nilgiris,05:30,18:35,883,27,589
TNSTC-VIL-6268,Ultra Deluxe,Villupuram,Trichy,18:00,01:32,508,21,339
TNSTC-ARI-6269,Deluxe,Ariyalur,Villupuram,15:30,19:32,273,23,182
TNSTC-DIN-6270,Deluxe,Dindigul,Karur,02:30,04:28,133,20,89
TNSTC-TRY-6271,Non AC Seater,Trichy,Cuddalore,19:30,23:46,288,25,192
TNSTC-TIR-6272,Express,Tiruvarur,Virudhunagar,03:00,15:20,832,31,555
TNSTC-TIR-6273,AC Sleeper,Tiruppur,Perambalur,11:00,13:37,177,10,118
TNSTC-TNI-6274,Express,Theni,Erode,11:00,19:01,541,14,361
TNSTC-KRI-6275,Non AC Seater,Krishnagiri,Tiruppur,05:00,10:14,354,37,236
TNSTC-TIR-6276,Ultra Deluxe,Tiruppur,Nagapattinam,21:00,02:21,361,34,241
TNSTC-RAN-6277,Ultra Deluxe,Ranipet,Pudukkottai,02:30,05:48,223,15,149
TNSTC-NAM-6278,Super Fast,Namakkal,Dindigul,13:00,21:41,586,14,391
TNSTC-KAN-6279,Ultra Deluxe,Kanyakumari,Tenkasi,00:00,12:52,868,29,579
TNSTC-VLR-6280,Deluxe,Vellore,Tiruvarur,17:00,19:22,160,24,107
TNSTC-ERD-6281,AC Sleeper,Erode,Sivaganga,12:30,23:35,748,21,499
TNSTC-ERD-6282,Super Fast,Erode,Trichy,09:30,17:08,516,39,344
TNSTC-SIV-6283,Deluxe,Sivaganga,Chennai,13:00,21:54,601,40,401
TNSTC-NAG-6284,Non AC Seater,Nagapattinam,Tirunelveli,23:30,05:30,405,32,270
TNSTC-DHA-6285,Ultra Deluxe,Dharmapuri,Pudukkottai,13:30,21:30,540,18,360
TNSTC-CBE-6286,AC Sleeper,Coimbatore,Ariyalur,05:00,15:41,721,24,481
TNSTC-DIN-6287,Deluxe,Dindigul,Perambalur,04:00,06:18,156,23,104
TNSTC-CHN-6288,Ultra Deluxe,Chennai,Kanyakumari,15:30,19:26,265,12,177
TNSTC-TIR-6289,Super Fast,Tiruppur,Perambalur,19:00,06:48,796,10,531
TNSTC-CUD-6290,Super Fast,Cuddalore,Karur,14:00,21:36,513,29,342
TNSTC-DHA-6291,Ultra Deluxe,Dharmapuri,Villupuram,03:30,13:08,651,25,434
TNSTC-TNI-6292,Super Fast,Theni,Dharmapuri,08:30,18:46,693,29,462
TNSTC-DIN-6293,Deluxe,Dindigul,Perambalur,02:30,13:12,723,18,482
TNSTC-PUD-6294,Deluxe,Pudukkottai,Sivaganga,05:30,18:14,859,44,573
TNSTC-TEN-6295,AC Sleeper,Tenkasi,Tiruvannamalai,20:00,01:21,361,36,241
TNSTC-DHA-6296,AC Sleeper,Dharmapuri,Chengalpattu,22:30,11:43,892,40,595
TNSTC-ERD-6297,Super Fast,Erode,Mayiladuthurai,16:30,03:43,757,29,505
TNSTC-CUD-6298,Ultra Deluxe,Cuddalore,Coimbatore,04:00,10:38,448,28,299
TNSTC-KAL-6299,Non AC Seater,Kallakurichi,Virudhunagar,13:30,21:26,535,41,357
TNSTC-SLM-6300,AC Sleeper,Salem,Vellore,09:30,15:02,373,44,249
TNSTC-SIV-6301,Ultra Deluxe,Sivaganga,Ramanathapuram,02:00,08:29,438,25,292
TNSTC-CUD-6302,Super Fast,Cuddalore,Krishnagiri,14:30,23:20,597,28,398
TNSTC-CUD-6303,Deluxe,Cuddalore,Ariyalur,16:00,20:00,270,25,180
TNSTC-CBE-6304,Non AC Seater,Coimbatore,Sivaganga,04:00,14:45,726,29,484
TNSTC-DIN-6305,Ultra Deluxe,Dindigul,Sivaganga,22:30,23:51,91,26,61
TNSTC-DIN-6306,Express,Dindigul,Tenkasi,03:30,05:07,109,12,73
TNSTC-RAN-6307,Express,Ranipet,Thanjavur,13:30,20:10,450,36,300
TNSTC-KAR-6308,Non AC Seater,Karur,Ramanathapuram,14:00,01:46,795,26,530
TNSTC-TNJ-6309,AC Sleeper,Thanjavur,Kanyakumari,11:30,22:54,769,34,513
TNSTC-TIR-6310,AC Sleeper,Tiruvarur,Kallakurichi,08:30,10:15,118,39,79
TNSTC-NIL-6311,AC Sleeper,Nilgiris,Tirunelveli,06:00,09:41,249,41,166
TNSTC-KAR-6312,Super Fast,Karur,Krishnagiri,02:00,11:29,640,31,427
TNSTC-CBE-6313,Super Fast,Coimbatore,Nagapattinam,22:30,08:08,651,35,434
TNSTC-MAY-6314,Ultra Deluxe,Mayiladuthurai,Tiruvarur,14:00,19:52,396,31,264
TNSTC-CBE-6315,AC Sleeper,Coimbatore,Thanjavur,09:00,18:13,622,24,415
TNSTC-ARI-6316,Ultra Deluxe,Ariyalur,Thoothukudi,02:00,11:36,648,42,432
TNSTC-TIR-6317,Express,Tiruvarur,Thoothukudi,05:00,15:48,729,10,486
TNSTC-NAG-6318,Super Fast,Nagapattinam,Ariyalur,03:30,08:32,340,30,227
TNSTC-TNJ-6319,AC Sleeper,Thanjavur,Salem,00:00,08:41,586,14,391
TNSTC-CHE-6320,Super Fast,Chengalpattu,Erode,21:30,03:28,403,42,269
TNSTC-NAG-6321,Super Fast,Nagapattinam,Chennai,07:00,15:33,577,29,385
TNSTC-CBE-6322,AC Sleeper,Coimbatore,Chengalpattu,07:00,13:09,415,44,277
TNSTC-SLM-6323,AC Sleeper,Salem,Mayiladuthurai,21:30,23:59,168,16,112
TNSTC-SLM-6324,Deluxe,Salem,Chennai,09:30,14:28,336,15,224
TNSTC-TIR-6325,Express,Tiruvannamalai,Mayiladuthurai,01:00,02:18,88,40,59
TNSTC-KAR-6326,AC Sleeper,Karur,Ariyalur,06:00,07:41,114,19,76
TNSTC-TEN-6327,Non AC Seater,Tenkasi,Trichy,16:00,00:11,553,24,369
TNSTC-VIR-6328,Deluxe,Virudhunagar,Nilgiris,07:00,10:52,261,29,174
TNSTC-SLM-6329,AC Sleeper,Salem,Chengalpattu,05:00,15:57,739,29,493
TNSTC-TRY-6330,Express,Trichy,Perambalur,16:00,17:28,99,20,66
TNSTC-CBE-6331,Deluxe,Coimbatore,Thoothukudi,03:00,15:40,855,41,570
TNSTC-PUD-6332,AC Sleeper,Pudukkottai,Trichy,03:00,09:10,417,18,278
TNSTC-NAG-6333,Non AC Seater,Nagapattinam,Tiruppur,17:30,06:43,892,14,595
TNSTC-MAY-6334,AC Sleeper,Mayiladuthurai,Erode,00:00,06:34,444,25,296
TNSTC-SLM-6335,Super Fast,Salem,Chennai,04:30,07:36,210,20,140
TNSTC-PER-6336,Deluxe,Perambalur,Salem,15:00,20:06,345,16,230
TNSTC-MAY-6337,Non AC Seater,Mayiladuthurai,Coimbatore,22:00,09:14,759,38,506
TNSTC-RAM-6338,Non AC Seater,Ramanathapuram,Tirunelveli,17:00,03:33,712,38,475
TNSTC-TEN-6339,Super Fast,Tenkasi,Virudhunagar,09:00,12:33,240,33,160
TNSTC-CHN-6340,Express,Chennai,Vellore,23:30,09:54,702,25,468
TNSTC-VIR-6341,Express,Virudhunagar,Coimbatore,09:30,13:55,298,27,199
TNSTC-DIN-6342,Super Fast,Dindigul,Krishnagiri,17:30,22:56,367,45,245
TNSTC-CUD-6343,Non AC Seater,Cuddalore,Chengalpattu,03:00,05:05,141,23,94
TNSTC-SIV-6344,Deluxe,Sivaganga,Tenkasi,14:00,19:37,379,24,253
TNSTC-ERD-6345,Deluxe,Erode,Perambalur,09:30,21:08,786,18,524
TNSTC-CHN-6346,Ultra Deluxe,Chennai,Pudukkottai,10:00,17:21,496,42,331
TNSTC-ARI-6347,AC Sleeper,Ariyalur,Dharmapuri,21:30,23:19,123,15,82
TNSTC-CHN-6348,Ultra Deluxe,Chennai,Ranipet,08:30,20:40,822,19,548
TNSTC-SLM-6349,Express,Salem,Madurai,19:30,20:38,76,30,51
TNSTC-VIL-6350,Non AC Seater,Villupuram,Tiruvarur,11:00,18:29,505,40,337
TNSTC-CHE-6351,AC Sleeper,Chengalpattu,Thanjavur,10:00,19:18,628,16,419
TNSTC-CHN-6352,Express,Chennai,Krishnagiri,19:00,01:42,453,13,302
TNSTC-ARI-6353,AC Sleeper,Ariyalur,Nilgiris,12:00,20:34,579,40,386
TNSTC-TEN-6354,Express,Tenkasi,Chennai,12:00,00:06,817,27,545
TNSTC-DHA-6355,Express,Dharmapuri,Pudukkottai,07:00,15:48,594,33,396
TNSTC-ARI-6356,Ultra Deluxe,Ariyalur,Namakkal,13:30,19:43,420,32,280
TNSTC-CUD-6357,Express,Cuddalore,Pudukkottai,19:30,04:06,580,31,387
TNSTC-MAY-6358,AC Sleeper,Mayiladuthurai,Salem,20:00,03:45,523,32,349
TNSTC-VLR-6359,AC Sleeper,Vellore,Dharmapuri,12:30,23:50,765,35,510
TNSTC-NAM-6360,Express,Namakkal,Kanyakumari,09:00,17:26,570,17,380
TNSTC-PER-6361,Non AC Seater,Perambalur,Trichy,19:00,02:42,520,18,347
TNSTC-RAN-6362,AC Sleeper,Ranipet,Chennai,22:00,01:16,220,20,147
TNSTC-TEN-6363,Super Fast,Tenkasi,Nagapattinam,16:30,05:11,856,13,571
TNSTC-ARI-6364,Ultra Deluxe,Ariyalur,Chengalpattu,06:30,12:11,384,29,256
TNSTC-CHE-6365,Super Fast,Chengalpattu,Tenkasi,21:00,00:14,219,15,146
TNSTC-KAN-6366,Deluxe,Kanyakumari,Tiruvannamalai,22:30,08:10,652,43,435
TNSTC-TIR-6367,Deluxe,Tiruvannamalai,Coimbatore,06:00,17:01,744,25,496
TNSTC-SIV-6368,AC Sleeper,Sivaganga,Virudhunagar,13:30,02:39,888,32,592
TNSTC-SLM-6369,Super Fast,Salem,Vellore,18:30,01:02,441,13,294
TNSTC-ARI-6370,Non AC Seater,Ariyalur,Thanjavur,15:30,00:06,580,35,387
TNSTC-KAL-6371,AC Sleeper,Kallakurichi,Pudukkottai,14:00,22:57,604,31,403
TNSTC-RAN-6372,Deluxe,Ranipet,Villupuram,09:00,12:57,267,23,178
TNSTC-TEN-6373,Non AC Seater,Tenkasi,Trichy,19:00,22:45,253,44,169
TNSTC-ERD-6374,Deluxe,Erode,Thanjavur,15:30,01:36,682,16,455
TNSTC-KAR-6375,Super Fast,Karur,Perambalur,23:30,01:12,115,30,77
TNSTC-TIR-6376,Non AC Seater,Tiruvannamalai,Kanyakumari,11:00,21:52,733,22,489
TNSTC-NIL-6377,AC Sleeper,Nilgiris,Kallakurichi,17:30,19:18,121,42,81
TNSTC-TNI-6378,Deluxe,Theni,Vellore,23:00,12:12,891,21,594
TNSTC-THO-6379,Ultra Deluxe,Thoothukudi,Coimbatore,16:30,03:35,748,15,499
TNSTC-DHA-6380,Deluxe,Dharmapuri,Ramanathapuram,22:00,03:52,396,14,264
TNSTC-TIR-6381,Non AC Seater,Tiruppur,Ranipet,00:30,07:26,468,10,312
TNSTC-TIR-6382,Express,Tiruvarur,Nagapattinam,19:00,21:09,145,30,97
TNSTC-TIR-6383,Super Fast,Tiruppur,Cuddalore,05:30,12:27,469,17,313
TNSTC-KRI-6384,Super Fast,Krishnagiri,Kanyakumari,12:00,13:13,82,34,55
TNSTC-KAN-6385,Express,Kanyakumari,Dharmapuri,05:00,11:37,447,33,298
TNSTC-CHN-6386,Ultra Deluxe,Chennai,Perambalur,16:00,02:13,690,33,460
TNSTC-VLR-6387,Super Fast,Vellore,Ranipet,19:30,04:06,580,11,387
TNSTC-TIR-6388,Super Fast,Tiruppur,Ramanathapuram,02:30,07:06,310,16,207
TNSTC-SIV-6389,Deluxe,Sivaganga,Ramanathapuram,22:00,09:29,775,37,517
TNSTC-VIR-6390,Ultra Deluxe,Virudhunagar,Nagapattinam,18:00,00:41,451,31,301
TNSTC-VLR-6391,Non AC Seater,Vellore,Tirunelveli,12:30,20:43,555,15,370
TNSTC-KAN-6392,AC Sleeper,Kanyakumari,Salem,06:00,07:49,123,19,82
TNSTC-KAL-6393,Non AC Seater,Kallakurichi,Vellore,23:30,08:24,601,12,401
TNSTC-TIR-6394,AC Sleeper,Tiruppur,Thanjavur,00:30,05:07,312,22,208
TNSTC-TIR-6395,Super Fast,Tiruvarur,Dharmapuri,02:00,09:18,493,20,329
TNSTC-CUD-6396,Ultra Deluxe,Cuddalore,Dindigul,03:30,13:50,697,33,465
TNSTC-TNI-6397,Non AC Seater,Theni,Cuddalore,10:00,18:41,586,31,391
TNSTC-TIR-6398,Express,Tiruvannamalai,Ranipet,08:00,10:29,168,37,112
TNSTC-SIV-6399,AC Sleeper,Sivaganga,Ariyalur,19:30,03:38,549,44,366
TNSTC-THO-6400,Express,Thoothukudi,Perambalur,21:00,22:29,100,17,67
TNSTC-MAY-6401,Deluxe,Mayiladuthurai,Kallakurichi,04:00,16:50,867,21,578
TNSTC-NAM-6402,AC Sleeper,Namakkal,Sivaganga,20:00,07:40,787,44,525
TNSTC-KAL-6403,Deluxe,Kallakurichi,Tirunelveli,20:00,04:46,592,27,395
TNSTC-KAR-6404,Super Fast,Karur,Tiruvarur,03:00,10:16,490,41,327
TNSTC-DIN-6405,Super Fast,Dindigul,Erode,07:30,18:34,747,25,498
TNSTC-NAM-6406,Super Fast,Namakkal,Trichy,17:00,20:33,240,26,160
TNSTC-ARI-6407,Express,Ariyalur,Pudukkottai,23:00,10:57,807,27,538
TNSTC-VLR-6408,Express,Vellore,Coimbatore,21:00,03:08,414,42,276
TNSTC-ERD-6409,Ultra Deluxe,Erode,Trichy,04:30,16:19,798,23,532
TNSTC-KAR-6410,Non AC Seater,Karur,Villupuram,01:30,14:36,885,38,590
TNSTC-MDU-6411,AC Sleeper,Madurai,Dindigul,13:00,01:24,837,45,558
TNSTC-VIL-6412,Deluxe,Villupuram,Kallakurichi,23:00,03:40,315,39,210
TNSTC-TRY-6413,Super Fast,Trichy,Karur,05:00,08:54,264,35,176
TNSTC-CHE-6414,Deluxe,Chengalpattu,Chennai,20:30,05:43,622,15,415
TNSTC-DIN-6415,AC Sleeper,Dindigul,Ranipet,07:00,10:00,202,38,135
TNSTC-TIR-6416,Super Fast,Tiruvannamalai,Thoothukudi,13:00,21:21,564,38,376
TNSTC-TNI-6417,Express,Theni,Thoothukudi,07:00,19:04,814,26,543
TNSTC-NAM-6418,Super Fast,Namakkal,Thanjavur,21:30,07:42,688,16,459
TNSTC-KRI-6419,AC Sleeper,Krishnagiri,Cuddalore,14:00,16:08,144,15,96
